0000000070	title
0000000070	file
0000000068	language
0000000064	author
0000000051	pages
0000000039	year
0000000030	urldate
0000000030	url
0000000030	doi
0000000023	publisher
0000000022	isbn
0000000020	address
0000000018	month
0000000016	journal
0000000015	issn
0000000015	abstract
0000000014	volume
0000000014	number
0000000012	note
0000000011	shorttitle
0000000008	booktitle
0000000007	editor
0000000006	collaborator
0000000004	series
0000000003	edition
0000000002	keywords
